"","Date","country","value","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"725","2004-05-16","Indonesia",0.139,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"726","2004-05-16","Mexico",0.06,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"727","2004-05-16","Philippines",0.056,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"728","2004-05-16","Singapore",0.12,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"729","2004-05-16","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"730","2004-05-16","Venezuela",0.236,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"731","2004-05-23","Argentina",0.036,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"732","2004-05-23","Bolivia",0.026,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"733","2004-05-23","Brazil",0.04,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"734","2004-05-23","India",0.029,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"735","2004-05-23","Indonesia",0.098,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"736","2004-05-23","Mexico",0.114,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"737","2004-05-23","Philippines",0.055,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"738","2004-05-23","Singapore",0.161,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"739","2004-05-23","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"740","2004-05-23","Venezuela",0.202,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"741","2004-05-30","Argentina",0.039,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"742","2004-05-30","Bolivia",0.032,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"743","2004-05-30","Brazil",0.03,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"744","2004-05-30","India",0.037,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"745","2004-05-30","Indonesia",0.082,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"746","2004-05-30","Mexico",0.071,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"747","2004-05-30","Philippines",0.056,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"748","2004-05-30","Singapore",0.164,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"749","2004-05-30","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"750","2004-05-30","Venezuela",0.195,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"751","2004-06-06","Argentina",0.036,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"752","2004-06-06","Bolivia",0.039,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"753","2004-06-06","Brazil",0.032,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"754","2004-06-06","India",0.04,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"755","2004-06-06","Indonesia",0.084,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"756","2004-06-06","Mexico",0.06,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"757","2004-06-06","Philippines",0.054,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"758","2004-06-06","Singapore",0.137,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"759","2004-06-06","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"760","2004-06-06","Venezuela",0.186,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"761","2004-06-13","Argentina",0.029,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"762","2004-06-13","Bolivia",0.028,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"763","2004-06-13","Brazil",0.024,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"764","2004-06-13","India",0.04,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"765","2004-06-13","Indonesia",0.076,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"766","2004-06-13","Mexico",0.073,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"767","2004-06-13","Philippines",0.058,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"768","2004-06-13","Singapore",0.132,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"769","2004-06-13","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"770","2004-06-13","Venezuela",0.166,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"771","2004-06-20","Argentina",0.027,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"772","2004-06-20","Bolivia",0.024,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"773","2004-06-20","Brazil",0.022,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"774","2004-06-20","India",0.057,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"775","2004-06-20","Indonesia",0.104,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"776","2004-06-20","Mexico",0.05,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"777","2004-06-20","Philippines",0.063,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"778","2004-06-20","Singapore",0.128,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"779","2004-06-20","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"780","2004-06-20","Venezuela",0.172,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"781","2004-06-27","Argentina",0.024,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"782","2004-06-27","Bolivia",0.015,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"783","2004-06-27","Brazil",0.032,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"784","2004-06-27","India",0.048,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"785","2004-06-27","Indonesia",0.091,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"786","2004-06-27","Mexico",0.059,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"787","2004-06-27","Philippines",0.089,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"788","2004-06-27","Singapore",0.145,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"789","2004-06-27","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"790","2004-06-27","Venezuela",0.18,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"791","2004-07-04","Argentina",0.022,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"792","2004-07-04","Bolivia",0.015,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"793","2004-07-04","Brazil",0.017,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"794","2004-07-04","India",0.054,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"795","2004-07-04","Indonesia",0.068,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"796","2004-07-04","Mexico",0.067,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"797","2004-07-04","Philippines",0.092,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"798","2004-07-04","Singapore",0.134,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"799","2004-07-04","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"800","2004-07-04","Venezuela",0.163,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"801","2004-07-11","Argentina",0.022,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"802","2004-07-11","Bolivia",0.015,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"803","2004-07-11","Brazil",0.028,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"804","2004-07-11","India",0.056,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"805","2004-07-11","Indonesia",0.111,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"806","2004-07-11","Mexico",0.057,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"807","2004-07-11","Philippines",0.095,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"808","2004-07-11","Singapore",0.154,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"809","2004-07-11","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"810","2004-07-11","Venezuela",0.158,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"811","2004-07-18","Argentina",0.019,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"812","2004-07-18","Bolivia",0.021,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"813","2004-07-18","Brazil",0.01,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"814","2004-07-18","India",0.057,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"815","2004-07-18","Indonesia",0.066,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"816","2004-07-18","Mexico",0.069,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"817","2004-07-18","Philippines",0.114,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"818","2004-07-18","Singapore",0.16,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"819","2004-07-18","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"820","2004-07-18","Venezuela",0.151,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"821","2004-07-25","Argentina",0.017,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"822","2004-07-25","Bolivia",0.026,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"823","2004-07-25","Brazil",0.017,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"824","2004-07-25","India",0.093,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"825","2004-07-25","Indonesia",0.087,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"826","2004-07-25","Mexico",0.104,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"827","2004-07-25","Philippines",0.112,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"828","2004-07-25","Singapore",0.194,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"829","2004-07-25","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"830","2004-07-25","Venezuela",0.158,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"831","2004-08-01","Argentina",0.017,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"832","2004-08-01","Bolivia",0.025,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"833","2004-08-01","Brazil",0.026,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"834","2004-08-01","India",0.099,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"835","2004-08-01","Indonesia",0.077,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"836","2004-08-01","Mexico",0.128,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"837","2004-08-01","Philippines",0.107,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"838","2004-08-01","Singapore",0.188,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"839","2004-08-01","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"840","2004-08-01","Venezuela",0.169,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"841","2004-08-08","Argentina",0.017,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"842","2004-08-08","Bolivia",0.029,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"843","2004-08-08","Brazil",0.013,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"844","2004-08-08","India",0.099,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"845","2004-08-08","Indonesia",0.075,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"846","2004-08-08","Mexico",0.178,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"847","2004-08-08","Philippines",0.099,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"848","2004-08-08","Singapore",0.205,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"849","2004-08-08","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"850","2004-08-08","Venezuela",0.165,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"851","2004-08-15","Argentina",0.024,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"852","2004-08-15","Bolivia",0.02,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"853","2004-08-15","Brazil",0.018,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"854","2004-08-15","India",0.075,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"855","2004-08-15","Indonesia",0.078,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"856","2004-08-15","Mexico",0.129,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"857","2004-08-15","Philippines",0.096,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"858","2004-08-15","Singapore",0.193,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"859","2004-08-15","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"860","2004-08-15","Venezuela",0.154,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"861","2004-08-22","Argentina",0.022,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"862","2004-08-22","Bolivia",0.017,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"863","2004-08-22","Brazil",0.02,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"864","2004-08-22","India",0.08,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"865","2004-08-22","Indonesia",0.106,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"866","2004-08-22","Mexico",0.131,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"867","2004-08-22","Philippines",0.09,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"868","2004-08-22","Singapore",0.178,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"869","2004-08-22","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"870","2004-08-22","Venezuela",0.149,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"871","2004-08-29","Argentina",0.022,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"872","2004-08-29","Bolivia",0.018,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"873","2004-08-29","Brazil",0.019,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"874","2004-08-29","India",0.085,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"875","2004-08-29","Indonesia",0.083,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"876","2004-08-29","Mexico",0.11,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"877","2004-08-29","Philippines",0.098,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"878","2004-08-29","Singapore",0.164,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"879","2004-08-29","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"880","2004-08-29","Venezuela",0.148,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"881","2004-09-05","Argentina",0.019,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"882","2004-09-05","Bolivia",0.016,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"883","2004-09-05","Brazil",0.031,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"884","2004-09-05","India",0.082,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"885","2004-09-05","Indonesia",0.077,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"886","2004-09-05","Mexico",0.106,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"887","2004-09-05","Philippines",0.131,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"888","2004-09-05","Singapore",0.193,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"889","2004-09-05","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"890","2004-09-05","Venezuela",0.157,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"891","2004-09-12","Argentina",0.022,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"892","2004-09-12","Bolivia",0.014,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"893","2004-09-12","Brazil",0.019,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"894","2004-09-12","India",0.103,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"895","2004-09-12","Indonesia",0.072,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"896","2004-09-12","Mexico",0.124,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"897","2004-09-12","Philippines",0.153,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"898","2004-09-12","Singapore",0.165,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"899","2004-09-12","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"900","2004-09-12","Venezuela",0.151,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"901","2004-09-19","Argentina",0.019,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"902","2004-09-19","Bolivia",0.011,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"903","2004-09-19","Brazil",0.022,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"904","2004-09-19","India",0.127,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"905","2004-09-19","Indonesia",0.062,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"906","2004-09-19","Mexico",0.138,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"907","2004-09-19","Philippines",0.153,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"908","2004-09-19","Singapore",0.208,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"909","2004-09-19","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"910","2004-09-19","Venezuela",0.159,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"911","2004-09-26","Argentina",0.027,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"912","2004-09-26","Bolivia",0.011,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"913","2004-09-26","Brazil",0.026,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"914","2004-09-26","India",0.12,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"915","2004-09-26","Indonesia",0.079,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"916","2004-09-26","Mexico",0.135,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"917","2004-09-26","Philippines",0.139,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"918","2004-09-26","Singapore",0.178,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"919","2004-09-26","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"920","2004-09-26","Venezuela",0.173,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"921","2004-10-03","Argentina",0.022,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"922","2004-10-03","Bolivia",0.012,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"923","2004-10-03","Brazil",0.021,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"924","2004-10-03","India",0.114,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"925","2004-10-03","Indonesia",0.082,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"926","2004-10-03","Mexico",0.115,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"927","2004-10-03","Philippines",0.118,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"928","2004-10-03","Singapore",0.174,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"929","2004-10-03","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"930","2004-10-03","Venezuela",0.198,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"931","2004-10-10","Argentina",0.029,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"932","2004-10-10","Bolivia",0.015,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"933","2004-10-10","Brazil",0.015,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"934","2004-10-10","India",0.137,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"935","2004-10-10","Indonesia",0.071,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"936","2004-10-10","Mexico",0.124,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"937","2004-10-10","Philippines",0.114,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"938","2004-10-10","Singapore",0.188,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"939","2004-10-10","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"940","2004-10-10","Venezuela",0.202,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"941","2004-10-17","Argentina",0.027,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"942","2004-10-17","Bolivia",0.018,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"943","2004-10-17","Brazil",0.045,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"944","2004-10-17","India",0.171,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"945","2004-10-17","Indonesia",0.115,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"946","2004-10-17","Mexico",0.148,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"947","2004-10-17","Philippines",0.101,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"948","2004-10-17","Singapore",0.186,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"949","2004-10-17","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"950","2004-10-17","Venezuela",0.24,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"951","2004-10-24","Argentina",0.027,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"952","2004-10-24","Bolivia",0.021,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"953","2004-10-24","Brazil",0.041,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"954","2004-10-24","India",0.173,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"955","2004-10-24","Indonesia",0.078,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"956","2004-10-24","Mexico",0.138,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"957","2004-10-24","Philippines",0.097,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"958","2004-10-24","Singapore",0.165,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"959","2004-10-24","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"960","2004-10-24","Venezuela",0.23,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"961","2004-10-31","Argentina",0.029,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"962","2004-10-31","Bolivia",0.02,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"963","2004-10-31","Brazil",0.047,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"964","2004-10-31","India",0.164,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"965","2004-10-31","Indonesia",0.066,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"966","2004-10-31","Mexico",0.073,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"967","2004-10-31","Philippines",0.09,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"968","2004-10-31","Singapore",0.177,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"969","2004-10-31","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"970","2004-10-31","Venezuela",0.221,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"971","2004-11-07","Argentina",0.029,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
"972","2004-11-07","Bolivia",0.017,2004,48.8,69.8,3.81,8967740,9363922319,"Americas","South America"
"973","2004-11-07","Brazil",0.046,2004,21,72,2.14,186116363,716959543489,"Americas","South America"
"974","2004-11-07","India",0.182,2004,57.8,63.2,2.88,1126419321,602602553782,"Asia","Southern Asia"
"975","2004-11-07","Indonesia",0.067,2004,36,66.7,2.49,223268606,196694488177,"Asia","South-Eastern Asia"
"976","2004-11-07","Mexico",0.075,2004,17.4,75.2,2.48,108257822,617269309006,"Americas","Central America"
"977","2004-11-07","Philippines",0.096,2004,27.9,69.1,3.57,84596249,96780891472,"Asia","South-Eastern Asia"
"978","2004-11-07","Singapore",0.187,2004,2.3,79.8,1.26,4375230,112788294399,"Asia","South-Eastern Asia"
"979","2004-11-07","Thailand",NA,2004,16,72.2,1.56,65404522,150456640790,"Asia","South-Eastern Asia"
"980","2004-11-07","Venezuela",0.227,2004,16.4,74.3,2.66,26314483,120458247112,"Americas","South America"
"981","2004-11-14","Argentina",0.027,2004,16,75,2.31,38728778,287258675094,"Americas","South America"
