"","Date","country","value","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"5424","2006-07-30","Argentina",215,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5425","2006-07-30","Australia",742,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5426","2006-07-30","Austria",374,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5427","2006-07-30","Belgium",9,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5428","2006-07-30","Bolivia",381,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5429","2006-07-30","Brazil",284,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5430","2006-07-30","Bulgaria",564,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5431","2006-07-30","Canada",744,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5432","2006-07-30","Chile",7,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5433","2006-07-30","France",6,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5434","2006-07-30","Germany",332,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5435","2006-07-30","Hungary",39,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5436","2006-07-30","Japan",3,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5437","2006-07-30","Mexico",737,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5438","2006-07-30","Netherlands",15,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5439","2006-07-30","New.Zealand",73,2006,NA,NA,NA,NA,NA,NA,NA
"5440","2006-07-30","Norway",8,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5441","2006-07-30","Paraguay",423,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5442","2006-07-30","Peru",260,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5443","2006-07-30","Poland",13,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5444","2006-07-30","Romania",552,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5445","2006-07-30","Russia",136,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5446","2006-07-30","South.Africa",2975,2006,NA,NA,NA,NA,NA,NA,NA
"5447","2006-07-30","Spain",17,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5448","2006-07-30","Sweden",1,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5449","2006-07-30","Switzerland",10,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5450","2006-07-30","Ukraine",206,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5451","2006-07-30","United.States",677,2006,NA,NA,NA,NA,NA,NA,NA
"5452","2006-07-30","Uruguay",183,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5453","2006-08-06","Argentina",238,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5454","2006-08-06","Australia",765,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5455","2006-08-06","Austria",385,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5456","2006-08-06","Belgium",9,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5457","2006-08-06","Bolivia",347,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5458","2006-08-06","Brazil",291,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5459","2006-08-06","Bulgaria",530,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5460","2006-08-06","Canada",736,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5461","2006-08-06","Chile",9,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5462","2006-08-06","France",7,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5463","2006-08-06","Germany",387,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5464","2006-08-06","Hungary",42,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5465","2006-08-06","Japan",2,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5466","2006-08-06","Mexico",790,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5467","2006-08-06","Netherlands",16,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5468","2006-08-06","New.Zealand",59,2006,NA,NA,NA,NA,NA,NA,NA
"5469","2006-08-06","Norway",8,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5470","2006-08-06","Paraguay",387,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5471","2006-08-06","Peru",268,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5472","2006-08-06","Poland",13,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5473","2006-08-06","Romania",580,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5474","2006-08-06","Russia",140,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5475","2006-08-06","South.Africa",3130,2006,NA,NA,NA,NA,NA,NA,NA
"5476","2006-08-06","Spain",16,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5477","2006-08-06","Sweden",1,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5478","2006-08-06","Switzerland",8,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5479","2006-08-06","Ukraine",207,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5480","2006-08-06","United.States",681,2006,NA,NA,NA,NA,NA,NA,NA
"5481","2006-08-06","Uruguay",194,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5482","2006-08-13","Argentina",228,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5483","2006-08-13","Australia",796,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5484","2006-08-13","Austria",449,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5485","2006-08-13","Belgium",14,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5486","2006-08-13","Bolivia",359,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5487","2006-08-13","Brazil",298,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5488","2006-08-13","Bulgaria",480,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5489","2006-08-13","Canada",774,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5490","2006-08-13","Chile",10,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5491","2006-08-13","France",9,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5492","2006-08-13","Germany",443,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5493","2006-08-13","Hungary",50,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5494","2006-08-13","Japan",2,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5495","2006-08-13","Mexico",713,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5496","2006-08-13","Netherlands",15,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5497","2006-08-13","New.Zealand",60,2006,NA,NA,NA,NA,NA,NA,NA
"5498","2006-08-13","Norway",10,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5499","2006-08-13","Paraguay",379,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5500","2006-08-13","Peru",287,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5501","2006-08-13","Poland",12,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5502","2006-08-13","Romania",605,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5503","2006-08-13","Russia",163,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5504","2006-08-13","South.Africa",3062,2006,NA,NA,NA,NA,NA,NA,NA
"5505","2006-08-13","Spain",16,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5506","2006-08-13","Sweden",1,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5507","2006-08-13","Switzerland",10,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5508","2006-08-13","Ukraine",203,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5509","2006-08-13","United.States",717,2006,NA,NA,NA,NA,NA,NA,NA
"5510","2006-08-13","Uruguay",194,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5511","2006-08-20","Argentina",250,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5512","2006-08-20","Australia",704,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5513","2006-08-20","Austria",517,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5514","2006-08-20","Belgium",16,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5515","2006-08-20","Bolivia",477,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5516","2006-08-20","Brazil",312,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5517","2006-08-20","Bulgaria",471,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5518","2006-08-20","Canada",752,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5519","2006-08-20","Chile",8,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5520","2006-08-20","France",8,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5521","2006-08-20","Germany",502,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5522","2006-08-20","Hungary",49,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5523","2006-08-20","Japan",2,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5524","2006-08-20","Mexico",731,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5525","2006-08-20","Netherlands",16,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5526","2006-08-20","New.Zealand",58,2006,NA,NA,NA,NA,NA,NA,NA
"5527","2006-08-20","Norway",11,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5528","2006-08-20","Paraguay",420,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5529","2006-08-20","Peru",337,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5530","2006-08-20","Poland",12,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5531","2006-08-20","Romania",650,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5532","2006-08-20","Russia",145,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5533","2006-08-20","South.Africa",3002,2006,NA,NA,NA,NA,NA,NA,NA
"5534","2006-08-20","Spain",20,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5535","2006-08-20","Sweden",1,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5536","2006-08-20","Switzerland",10,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5537","2006-08-20","Ukraine",205,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5538","2006-08-20","United.States",741,2006,NA,NA,NA,NA,NA,NA,NA
"5539","2006-08-20","Uruguay",181,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5540","2006-08-27","Argentina",271,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5541","2006-08-27","Australia",749,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5542","2006-08-27","Austria",520,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5543","2006-08-27","Belgium",16,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5544","2006-08-27","Bolivia",425,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5545","2006-08-27","Brazil",281,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5546","2006-08-27","Bulgaria",466,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5547","2006-08-27","Canada",801,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5548","2006-08-27","Chile",6,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5549","2006-08-27","France",8,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5550","2006-08-27","Germany",595,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5551","2006-08-27","Hungary",48,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5552","2006-08-27","Japan",1,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5553","2006-08-27","Mexico",786,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5554","2006-08-27","Netherlands",19,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5555","2006-08-27","New.Zealand",54,2006,NA,NA,NA,NA,NA,NA,NA
"5556","2006-08-27","Norway",12,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5557","2006-08-27","Paraguay",486,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5558","2006-08-27","Peru",338,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5559","2006-08-27","Poland",11,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5560","2006-08-27","Romania",627,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5561","2006-08-27","Russia",171,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5562","2006-08-27","South.Africa",2950,2006,NA,NA,NA,NA,NA,NA,NA
"5563","2006-08-27","Spain",21,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5564","2006-08-27","Sweden",1,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5565","2006-08-27","Switzerland",12,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5566","2006-08-27","Ukraine",212,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5567","2006-08-27","United.States",760,2006,NA,NA,NA,NA,NA,NA,NA
"5568","2006-08-27","Uruguay",175,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5569","2006-09-03","Argentina",234,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5570","2006-09-03","Australia",570,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5571","2006-09-03","Austria",505,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5572","2006-09-03","Belgium",21,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5573","2006-09-03","Bolivia",346,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5574","2006-09-03","Brazil",271,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5575","2006-09-03","Bulgaria",447,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5576","2006-09-03","Canada",931,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5577","2006-09-03","Chile",6,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5578","2006-09-03","France",9,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5579","2006-09-03","Germany",615,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5580","2006-09-03","Hungary",47,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5581","2006-09-03","Japan",1,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5582","2006-09-03","Mexico",856,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5583","2006-09-03","Netherlands",21,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5584","2006-09-03","New.Zealand",52,2006,NA,NA,NA,NA,NA,NA,NA
"5585","2006-09-03","Norway",19,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5586","2006-09-03","Paraguay",531,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5587","2006-09-03","Peru",372,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5588","2006-09-03","Poland",10,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5589","2006-09-03","Romania",613,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5590","2006-09-03","Russia",190,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5591","2006-09-03","South.Africa",2798,2006,NA,NA,NA,NA,NA,NA,NA
"5592","2006-09-03","Spain",13,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5593","2006-09-03","Sweden",2,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5594","2006-09-03","Switzerland",16,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5595","2006-09-03","Ukraine",222,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5596","2006-09-03","United.States",861,2006,NA,NA,NA,NA,NA,NA,NA
"5597","2006-09-03","Uruguay",178,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5598","2006-09-10","Argentina",234,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5599","2006-09-10","Australia",507,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5600","2006-09-10","Austria",481,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5601","2006-09-10","Belgium",33,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5602","2006-09-10","Bolivia",342,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5603","2006-09-10","Brazil",300,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5604","2006-09-10","Bulgaria",502,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5605","2006-09-10","Canada",1118,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5606","2006-09-10","Chile",7,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5607","2006-09-10","France",12,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5608","2006-09-10","Germany",644,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5609","2006-09-10","Hungary",43,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5610","2006-09-10","Japan",2,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5611","2006-09-10","Mexico",909,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5612","2006-09-10","Netherlands",28,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5613","2006-09-10","New.Zealand",44,2006,NA,NA,NA,NA,NA,NA,NA
"5614","2006-09-10","Norway",23,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5615","2006-09-10","Paraguay",596,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5616","2006-09-10","Peru",364,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5617","2006-09-10","Poland",12,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5618","2006-09-10","Romania",639,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5619","2006-09-10","Russia",243,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5620","2006-09-10","South.Africa",3332,2006,NA,NA,NA,NA,NA,NA,NA
"5621","2006-09-10","Spain",16,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5622","2006-09-10","Sweden",2,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5623","2006-09-10","Switzerland",18,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5624","2006-09-10","Ukraine",251,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5625","2006-09-10","United.States",965,2006,NA,NA,NA,NA,NA,NA,NA
"5626","2006-09-10","Uruguay",180,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5627","2006-09-17","Argentina",232,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5628","2006-09-17","Australia",457,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5629","2006-09-17","Austria",607,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5630","2006-09-17","Belgium",41,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5631","2006-09-17","Bolivia",350,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5632","2006-09-17","Brazil",267,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5633","2006-09-17","Bulgaria",524,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5634","2006-09-17","Canada",1427,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5635","2006-09-17","Chile",6,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5636","2006-09-17","France",16,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5637","2006-09-17","Germany",675,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5638","2006-09-17","Hungary",44,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5639","2006-09-17","Japan",3,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5640","2006-09-17","Mexico",994,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5641","2006-09-17","Netherlands",28,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5642","2006-09-17","New.Zealand",35,2006,NA,NA,NA,NA,NA,NA,NA
"5643","2006-09-17","Norway",28,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5644","2006-09-17","Paraguay",566,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5645","2006-09-17","Peru",370,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5646","2006-09-17","Poland",22,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5647","2006-09-17","Romania",660,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5648","2006-09-17","Russia",320,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5649","2006-09-17","South.Africa",3072,2006,NA,NA,NA,NA,NA,NA,NA
"5650","2006-09-17","Spain",26,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5651","2006-09-17","Sweden",2,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5652","2006-09-17","Switzerland",15,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5653","2006-09-17","Ukraine",278,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5654","2006-09-17","United.States",1101,2006,NA,NA,NA,NA,NA,NA,NA
"5655","2006-09-17","Uruguay",197,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5656","2006-09-24","Argentina",227,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5657","2006-09-24","Australia",356,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5658","2006-09-24","Austria",647,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5659","2006-09-24","Belgium",31,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5660","2006-09-24","Bolivia",393,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5661","2006-09-24","Brazil",245,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
"5662","2006-09-24","Bulgaria",580,2006,12.9,72.7,1.37,7624611,17952499282,"Europe","Eastern Europe"
"5663","2006-09-24","Canada",1627,2006,5.2,80.5,1.61,32611436,845145064427,"Americas","Northern America"
"5664","2006-09-24","Chile",5,2006,7.6,78.2,1.92,16279728,96486092629,"Americas","South America"
"5665","2006-09-24","France",23,2006,3.7,80.7,1.95,61609991,1471687515757,"Europe","Western Europe"
"5666","2006-09-24","Germany",677,2006,3.8,79.7,1.36,81055904,2015244849889,"Europe","Western Europe"
"5667","2006-09-24","Hungary",48,2006,6.8,73.3,1.31,10078461,59101837692,"Europe","Eastern Europe"
"5668","2006-09-24","Japan",3,2006,2.7,82.2,1.32,127136576,5105877836025,"Asia","Eastern Asia"
"5669","2006-09-24","Mexico",970,2006,16.2,75.4,2.41,111382857,669864782183,"Americas","Central America"
"5670","2006-09-24","Netherlands",23,2006,4.3,79.9,1.72,16401105,425124149957,"Europe","Western Europe"
"5671","2006-09-24","New.Zealand",37,2006,NA,NA,NA,NA,NA,NA,NA
"5672","2006-09-24","Norway",24,2006,3.1,80.4,1.9,4667105,192233391607,"Europe","Northern Europe"
"5673","2006-09-24","Paraguay",469,2006,23.1,74,3.19,5882797,8371707752,"Americas","South America"
"5674","2006-09-24","Peru",337,2006,20.1,77.7,2.65,27949958,70497520780,"Americas","South America"
"5675","2006-09-24","Poland",44,2006,6.3,75.2,1.29,38478763,211779433442,"Europe","Eastern Europe"
"5676","2006-09-24","Romania",709,2006,16.7,72.8,1.31,21205977,52761301149,"Europe","Eastern Europe"
"5677","2006-09-24","Russia",349,2006,13.3,66.7,1.3,143338407,378223527671,"Europe","Eastern Europe"
"5678","2006-09-24","South.Africa",2687,2006,NA,NA,NA,NA,NA,NA,NA
"5679","2006-09-24","Spain",33,2006,4.6,80.7,1.38,44537926,709148044936,"Europe","Southern Europe"
"5680","2006-09-24","Sweden",2,2006,2.8,80.8,1.87,9087251,294498396948,"Europe","Northern Europe"
"5681","2006-09-24","Switzerland",13,2006,4.2,81.5,1.44,7480317,276377653102,"Europe","Western Europe"
"5682","2006-09-24","Ukraine",321,2006,12,67.9,1.3,46502718,48533506647,"Europe","Eastern Europe"
"5683","2006-09-24","United.States",1133,2006,NA,NA,NA,NA,NA,NA,NA
"5684","2006-09-24","Uruguay",173,2006,12,75.7,2.14,3331041,23976536117,"Americas","South America"
"5685","2006-10-01","Argentina",200,2006,14.6,75.3,2.27,39558750,340177780212,"Americas","South America"
"5686","2006-10-01","Australia",274,2006,4.7,81.4,1.82,20606228,504739869397,"Oceania","Australia and New Zealand"
"5687","2006-10-01","Austria",667,2006,4,80,1.41,8269372,216404316585,"Europe","Western Europe"
"5688","2006-10-01","Belgium",36,2006,4,79.5,1.78,10632032,258690550017,"Europe","Western Europe"
"5689","2006-10-01","Bolivia",410,2006,44.4,70.6,3.63,9283345,10246990606,"Americas","South America"
"5690","2006-10-01","Brazil",228,2006,18.2,72.7,2,190698241,768867489436,"Americas","South America"
