"X","Date","country","value","year","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
4759,"2006-02-19",Austria,845.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4760,"2006-02-19",Belgium,326.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4761,"2006-02-19",Bolivia,250.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4762,"2006-02-19",Brazil,196.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4763,"2006-02-19",Bulgaria,1156.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4764,"2006-02-19",Canada,2793.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4765,"2006-02-19",Chile,3.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4766,"2006-02-19",France,172.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4767,"2006-02-19",Germany,1162.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4768,"2006-02-19",Hungary,92.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4769,"2006-02-19",Japan,327.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4770,"2006-02-19",Mexico,1137.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4771,"2006-02-19",Netherlands,66.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4772,"2006-02-19",New.Zealand,9.0,2006,,,,,,,
4773,"2006-02-19",Norway,75.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4774,"2006-02-19",Paraguay,222.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4775,"2006-02-19",Peru,258.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4776,"2006-02-19",Poland,79.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4777,"2006-02-19",Romania,768.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4778,"2006-02-19",Russia,413.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4779,"2006-02-19",South.Africa,2380.0,2006,,,,,,,
4780,"2006-02-19",Spain,59.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4781,"2006-02-19",Sweden,7.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4782,"2006-02-19",Switzerland,97.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4783,"2006-02-19",Ukraine,340.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4784,"2006-02-19",United.States,2567.0,2006,,,,,,,
4785,"2006-02-19",Uruguay,85.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4786,"2006-02-26",Argentina,95.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4787,"2006-02-26",Australia,235.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4788,"2006-02-26",Austria,928.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4789,"2006-02-26",Belgium,263.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4790,"2006-02-26",Bolivia,308.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4791,"2006-02-26",Brazil,208.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4792,"2006-02-26",Bulgaria,1069.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4793,"2006-02-26",Canada,3310.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4794,"2006-02-26",Chile,4.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4795,"2006-02-26",France,117.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4796,"2006-02-26",Germany,1162.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4797,"2006-02-26",Hungary,121.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4798,"2006-02-26",Japan,156.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4799,"2006-02-26",Mexico,1131.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4800,"2006-02-26",Netherlands,72.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4801,"2006-02-26",New.Zealand,21.0,2006,,,,,,,
4802,"2006-02-26",Norway,61.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4803,"2006-02-26",Paraguay,210.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4804,"2006-02-26",Peru,207.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4805,"2006-02-26",Poland,93.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4806,"2006-02-26",Romania,698.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4807,"2006-02-26",Russia,436.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4808,"2006-02-26",South.Africa,2244.0,2006,,,,,,,
4809,"2006-02-26",Spain,87.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4810,"2006-02-26",Sweden,9.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4811,"2006-02-26",Switzerland,129.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4812,"2006-02-26",Ukraine,343.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4813,"2006-02-26",United.States,2564.0,2006,,,,,,,
4814,"2006-02-26",Uruguay,87.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4815,"2006-03-05",Argentina,109.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4816,"2006-03-05",Australia,278.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4817,"2006-03-05",Austria,909.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4818,"2006-03-05",Belgium,252.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4819,"2006-03-05",Bolivia,373.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4820,"2006-03-05",Brazil,223.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4821,"2006-03-05",Bulgaria,913.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4822,"2006-03-05",Canada,3533.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4823,"2006-03-05",Chile,3.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4824,"2006-03-05",France,75.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4825,"2006-03-05",Germany,1129.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4826,"2006-03-05",Hungary,125.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4827,"2006-03-05",Japan,100.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4828,"2006-03-05",Mexico,1069.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4829,"2006-03-05",Netherlands,61.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4830,"2006-03-05",New.Zealand,20.0,2006,,,,,,,
4831,"2006-03-05",Norway,43.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4832,"2006-03-05",Paraguay,196.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4833,"2006-03-05",Peru,247.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4834,"2006-03-05",Poland,116.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4835,"2006-03-05",Romania,756.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4836,"2006-03-05",Russia,434.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4837,"2006-03-05",South.Africa,2179.0,2006,,,,,,,
4838,"2006-03-05",Spain,136.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4839,"2006-03-05",Sweden,9.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4840,"2006-03-05",Switzerland,139.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4841,"2006-03-05",Ukraine,338.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4842,"2006-03-05",United.States,2457.0,2006,,,,,,,
4843,"2006-03-05",Uruguay,81.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4844,"2006-03-12",Argentina,120.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4845,"2006-03-12",Australia,305.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4846,"2006-03-12",Austria,1021.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4847,"2006-03-12",Belgium,217.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4848,"2006-03-12",Bolivia,428.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4849,"2006-03-12",Brazil,245.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4850,"2006-03-12",Bulgaria,1057.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4851,"2006-03-12",Canada,2843.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4852,"2006-03-12",Chile,4.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4853,"2006-03-12",France,65.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4854,"2006-03-12",Germany,1047.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4855,"2006-03-12",Hungary,131.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4856,"2006-03-12",Japan,54.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4857,"2006-03-12",Mexico,1088.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4858,"2006-03-12",Netherlands,61.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4859,"2006-03-12",New.Zealand,14.0,2006,,,,,,,
4860,"2006-03-12",Norway,42.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4861,"2006-03-12",Paraguay,207.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4862,"2006-03-12",Peru,232.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4863,"2006-03-12",Poland,150.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4864,"2006-03-12",Romania,813.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4865,"2006-03-12",Russia,486.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4866,"2006-03-12",South.Africa,2160.0,2006,,,,,,,
4867,"2006-03-12",Spain,132.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4868,"2006-03-12",Sweden,7.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4869,"2006-03-12",Switzerland,148.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4870,"2006-03-12",Ukraine,370.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4871,"2006-03-12",United.States,2170.0,2006,,,,,,,
4872,"2006-03-12",Uruguay,79.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4873,"2006-03-19",Argentina,121.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4874,"2006-03-19",Australia,261.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4875,"2006-03-19",Austria,1054.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4876,"2006-03-19",Belgium,193.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4877,"2006-03-19",Bolivia,443.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4878,"2006-03-19",Brazil,246.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4879,"2006-03-19",Bulgaria,1033.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4880,"2006-03-19",Canada,2752.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4881,"2006-03-19",Chile,6.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4882,"2006-03-19",France,61.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4883,"2006-03-19",Germany,1043.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4884,"2006-03-19",Hungary,141.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4885,"2006-03-19",Japan,34.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4886,"2006-03-19",Mexico,1038.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4887,"2006-03-19",Netherlands,62.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4888,"2006-03-19",New.Zealand,16.0,2006,,,,,,,
4889,"2006-03-19",Norway,42.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4890,"2006-03-19",Paraguay,219.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4891,"2006-03-19",Peru,229.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4892,"2006-03-19",Poland,130.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4893,"2006-03-19",Romania,849.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4894,"2006-03-19",Russia,509.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4895,"2006-03-19",South.Africa,2199.0,2006,,,,,,,
4896,"2006-03-19",Spain,114.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4897,"2006-03-19",Sweden,5.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4898,"2006-03-19",Switzerland,138.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4899,"2006-03-19",Ukraine,411.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4900,"2006-03-19",United.States,2057.0,2006,,,,,,,
4901,"2006-03-19",Uruguay,83.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4902,"2006-03-26",Argentina,143.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4903,"2006-03-26",Australia,297.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4904,"2006-03-26",Austria,916.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4905,"2006-03-26",Belgium,147.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4906,"2006-03-26",Bolivia,431.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4907,"2006-03-26",Brazil,262.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4908,"2006-03-26",Bulgaria,1200.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4909,"2006-03-26",Canada,2326.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4910,"2006-03-26",Chile,6.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4911,"2006-03-26",France,34.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4912,"2006-03-26",Germany,899.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4913,"2006-03-26",Hungary,128.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4914,"2006-03-26",Japan,20.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4915,"2006-03-26",Mexico,950.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4916,"2006-03-26",Netherlands,53.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4917,"2006-03-26",New.Zealand,13.0,2006,,,,,,,
4918,"2006-03-26",Norway,42.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4919,"2006-03-26",Paraguay,209.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4920,"2006-03-26",Peru,210.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4921,"2006-03-26",Poland,116.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4922,"2006-03-26",Romania,866.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4923,"2006-03-26",Russia,442.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4924,"2006-03-26",South.Africa,2782.0,2006,,,,,,,
4925,"2006-03-26",Spain,98.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4926,"2006-03-26",Sweden,5.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4927,"2006-03-26",Switzerland,86.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4928,"2006-03-26",Ukraine,412.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4929,"2006-03-26",United.States,1896.0,2006,,,,,,,
4930,"2006-03-26",Uruguay,90.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4931,"2006-04-02",Argentina,169.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4932,"2006-04-02",Australia,356.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4933,"2006-04-02",Austria,851.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4934,"2006-04-02",Belgium,81.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4935,"2006-04-02",Bolivia,402.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4936,"2006-04-02",Brazil,253.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4937,"2006-04-02",Bulgaria,1075.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4938,"2006-04-02",Canada,2169.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4939,"2006-04-02",Chile,6.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4940,"2006-04-02",France,32.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4941,"2006-04-02",Germany,836.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4942,"2006-04-02",Hungary,105.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4943,"2006-04-02",Japan,11.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4944,"2006-04-02",Mexico,980.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4945,"2006-04-02",Netherlands,31.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4946,"2006-04-02",New.Zealand,18.0,2006,,,,,,,
4947,"2006-04-02",Norway,33.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4948,"2006-04-02",Paraguay,202.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4949,"2006-04-02",Peru,256.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4950,"2006-04-02",Poland,115.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4951,"2006-04-02",Romania,887.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4952,"2006-04-02",Russia,389.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4953,"2006-04-02",South.Africa,2312.0,2006,,,,,,,
4954,"2006-04-02",Spain,51.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4955,"2006-04-02",Sweden,4.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4956,"2006-04-02",Switzerland,48.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4957,"2006-04-02",Ukraine,412.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4958,"2006-04-02",United.States,1574.0,2006,,,,,,,
4959,"2006-04-02",Uruguay,95.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4960,"2006-04-09",Argentina,130.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4961,"2006-04-09",Australia,324.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4962,"2006-04-09",Austria,699.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4963,"2006-04-09",Belgium,62.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4964,"2006-04-09",Bolivia,431.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4965,"2006-04-09",Brazil,275.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4966,"2006-04-09",Bulgaria,896.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4967,"2006-04-09",Canada,1854.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4968,"2006-04-09",Chile,5.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4969,"2006-04-09",France,22.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4970,"2006-04-09",Germany,729.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
4971,"2006-04-09",Hungary,85.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
4972,"2006-04-09",Japan,8.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
4973,"2006-04-09",Mexico,880.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
4974,"2006-04-09",Netherlands,25.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
4975,"2006-04-09",New.Zealand,13.0,2006,,,,,,,
4976,"2006-04-09",Norway,31.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
4977,"2006-04-09",Paraguay,207.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
4978,"2006-04-09",Peru,235.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
4979,"2006-04-09",Poland,82.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
4980,"2006-04-09",Romania,893.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
4981,"2006-04-09",Russia,316.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
4982,"2006-04-09",South.Africa,2343.0,2006,,,,,,,
4983,"2006-04-09",Spain,37.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
4984,"2006-04-09",Sweden,4.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
4985,"2006-04-09",Switzerland,33.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
4986,"2006-04-09",Ukraine,386.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
4987,"2006-04-09",United.States,1363.0,2006,,,,,,,
4988,"2006-04-09",Uruguay,88.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
4989,"2006-04-16",Argentina,152.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
4990,"2006-04-16",Australia,281.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
4991,"2006-04-16",Austria,621.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
4992,"2006-04-16",Belgium,53.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
4993,"2006-04-16",Bolivia,509.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
4994,"2006-04-16",Brazil,289.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
4995,"2006-04-16",Bulgaria,812.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
4996,"2006-04-16",Canada,1769.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
4997,"2006-04-16",Chile,6.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
4998,"2006-04-16",France,18.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
4999,"2006-04-16",Germany,665.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
5000,"2006-04-16",Hungary,70.0,2006,6.8,73.3,1.31,10078461,59101837692,Europe,Eastern Europe
5001,"2006-04-16",Japan,7.0,2006,2.7,82.2,1.32,127136576,5105877836025,Asia,Eastern Asia
5002,"2006-04-16",Mexico,933.0,2006,16.2,75.4,2.41,111382857,669864782183,Americas,Central America
5003,"2006-04-16",Netherlands,24.0,2006,4.3,79.9,1.72,16401105,425124149957,Europe,Western Europe
5004,"2006-04-16",New.Zealand,16.0,2006,,,,,,,
5005,"2006-04-16",Norway,29.0,2006,3.1,80.4,1.9,4667105,192233391607,Europe,Northern Europe
5006,"2006-04-16",Paraguay,237.0,2006,23.1,74.0,3.19,5882797,8371707752,Americas,South America
5007,"2006-04-16",Peru,331.0,2006,20.1,77.7,2.65,27949958,70497520780,Americas,South America
5008,"2006-04-16",Poland,57.0,2006,6.3,75.2,1.29,38478763,211779433442,Europe,Eastern Europe
5009,"2006-04-16",Romania,796.0,2006,16.7,72.8,1.31,21205977,52761301149,Europe,Eastern Europe
5010,"2006-04-16",Russia,253.0,2006,13.3,66.7,1.3,143338407,378223527671,Europe,Eastern Europe
5011,"2006-04-16",South.Africa,2241.0,2006,,,,,,,
5012,"2006-04-16",Spain,33.0,2006,4.6,80.7,1.38,44537926,709148044936,Europe,Southern Europe
5013,"2006-04-16",Sweden,3.0,2006,2.8,80.8,1.87,9087251,294498396948,Europe,Northern Europe
5014,"2006-04-16",Switzerland,25.0,2006,4.2,81.5,1.44,7480317,276377653102,Europe,Western Europe
5015,"2006-04-16",Ukraine,366.0,2006,12.0,67.9,1.3,46502718,48533506647,Europe,Eastern Europe
5016,"2006-04-16",United.States,1191.0,2006,,,,,,,
5017,"2006-04-16",Uruguay,86.0,2006,12.0,75.7,2.14,3331041,23976536117,Americas,South America
5018,"2006-04-23",Argentina,166.0,2006,14.6,75.3,2.27,39558750,340177780212,Americas,South America
5019,"2006-04-23",Australia,319.0,2006,4.7,81.4,1.82,20606228,504739869397,Oceania,Australia and New Zealand
5020,"2006-04-23",Austria,562.0,2006,4.0,80.0,1.41,8269372,216404316585,Europe,Western Europe
5021,"2006-04-23",Belgium,38.0,2006,4.0,79.5,1.78,10632032,258690550017,Europe,Western Europe
5022,"2006-04-23",Bolivia,454.0,2006,44.4,70.6,3.63,9283345,10246990606,Americas,South America
5023,"2006-04-23",Brazil,311.0,2006,18.2,72.7,2.0,190698241,768867489436,Americas,South America
5024,"2006-04-23",Bulgaria,768.0,2006,12.9,72.7,1.37,7624611,17952499282,Europe,Eastern Europe
5025,"2006-04-23",Canada,1632.0,2006,5.2,80.5,1.61,32611436,845145064427,Americas,Northern America
5026,"2006-04-23",Chile,5.0,2006,7.6,78.2,1.92,16279728,96486092629,Americas,South America
5027,"2006-04-23",France,16.0,2006,3.7,80.7,1.95,61609991,1471687515757,Europe,Western Europe
5028,"2006-04-23",Germany,604.0,2006,3.8,79.7,1.36,81055904,2015244849889,Europe,Western Europe
